x,y,z
-0.15,0.25,0.1
-0.1,0.25,0.1
-0.25,0.3,0.1
-0.15,0.3,0.1
-0.15,-0.25,0.15
-0.1,-0.25,0.15
-0.05,-0.25,0.15
0,-0.25,0.15
-0.2,-0.2,0.15
-0.15,-0.2,0.15
-0.1,-0.2,0.15
-0.05,-0.2,0.15
0.05,-0.2,0.15
0.1,-0.2,0.15
0.15,-0.2,0.15
0.2,-0.2,0.15
-0.2,-0.15,0.15
-0.15,-0.15,0.15
-0.1,-0.15,0.15
-0.05,-0.15,0.15
0.15,-0.15,0.15
0.2,-0.15,0.15
0.25,-0.15,0.15
-0.2,-0.1,0.15
-0.15,-0.1,0.15
-0.05,-0.1,0.15
0,-0.1,0.15
0.2,-0.1,0.15
0.25,-0.1,0.15
-0.25,-0.05,0.15
-0.2,-0.05,0.15
-0.15,-0.05,0.15
-0.1,-0.05,0.15
0.15,-0.05,0.15
0.2,-0.05,0.15
0.25,-0.05,0.15
-0.3,0,0.15
-0.25,0,0.15
0.15,0,0.15
-0.3,0.05,0.15
-0.25,0.05,0.15
-0.2,0.05,0.15
-0.15,0.05,0.15
-0.1,0.05,0.15
-0.05,0.05,0.15
0.05,0.05,0.15
0.2,0.05,0.15
0.25,0.05,0.15
-0.35,0.1,0.15
-0.3,0.1,0.15
-0.25,0.1,0.15
-0.15,0.1,0.15
-0.1,0.1,0.15
-0.05,0.1,0.15
0,0.1,0.15
0.05,0.1,0.15
0.1,0.1,0.15
0.15,0.1,0.15
-0.3,0.15,0.15
-0.2,0.15,0.15
-0.15,0.15,0.15
-0.05,0.15,0.15
0.05,0.15,0.15
0.1,0.15,0.15
-0.3,0.2,0.15
-0.2,0.2,0.15
-0.15,0.2,0.15
-0.25,0.25,0.15
-0.2,0.25,0.15
-0.2,0.3,0.15
-0.15,-0.25,0.2
-0.1,-0.25,0.2
-0.05,-0.25,0.2
0,-0.25,0.2
-0.15,-0.2,0.2
-0.1,-0.2,0.2
-0.05,-0.2,0.2
0,-0.2,0.2
0.05,-0.2,0.2
0.1,-0.2,0.2
-0.15,-0.15,0.2
-0.05,-0.15,0.2
0,-0.15,0.2
0.15,-0.15,0.2
0.2,-0.15,0.2
-0.15,-0.1,0.2
-0.05,-0.1,0.2
0,-0.1,0.2
0.05,-0.1,0.2
0.1,-0.1,0.2
0.15,-0.1,0.2
-0.25,-0.05,0.2
-0.15,-0.05,0.2
-0.1,-0.05,0.2
-0.05,-0.05,0.2
0,-0.05,0.2
0.1,-0.05,0.2
0.15,-0.05,0.2
-0.25,0,0.2
-0.2,0,0.2
-0.15,0,0.2
-0.1,0,0.2
-0.05,0,0.2
0,0,0.2
0.05,0,0.2
0.1,0,0.2
0.15,0,0.2
-0.25,0.05,0.2
-0.2,0.05,0.2
-0.15,0.05,0.2
-0.05,0.05,0.2
0,0.05,0.2
0.05,0.05,0.2
0.1,0.05,0.2
-0.3,0.1,0.2
-0.25,0.1,0.2
-0.2,0.1,0.2
-0.15,0.1,0.2
-0.1,0.1,0.2
-0.05,0.1,0.2
0,0.1,0.2
0.05,0.1,0.2
0.1,0.1,0.2
0.15,0.1,0.2
-0.25,0.15,0.2
-0.2,0.15,0.2
-0.15,0.15,0.2
-0.3,0.2,0.2
-0.25,0.2,0.2
-0.2,0.2,0.2
-0.25,0.25,0.2
-0.2,0.25,0.2
0,-0.2,0.25
0.05,-0.2,0.25
0,-0.15,0.25
0.1,-0.15,0.25
0,-0.1,0.25
0.05,-0.1,0.25
0.1,-0.1,0.25
0,-0.05,0.25
0.05,-0.05,0.25
-0.05,0,0.25
0.05,0,0.25
0.1,0,0.25
0.15,0,0.25
0,0.05,0.25
-0.25,0.1,0.25
-0.2,0.1,0.25
-0.3,0.15,0.25
-0.2,0.15,0.25
